,CID,name,smiles,7.1,8.1,8.2,8.5,8.6,8.7
1106,61107,Pentachlorofluoroethane,C(C(Cl)(Cl)Cl)(F)(Cl)Cl,,,,,,
1107,61108,Bromofluoromethane,C(F)Br,,,,,,
1108,61109,Perfluoroisobutylene,C(=C(F)F)(C(F)(F)F)C(F)(F)F,,,,,['Chemistry of PFIB /was studied/ by using electron paramagnetic resonance spin-trapping techniques and concluded that this highly electrophilic chemical likely undergoes electron transfer that leads to several highly reactive intermediates. PFIB is reactive towards nucleophilic reagents to yield substitution and addition radical byproducts. PFIB reacts with almost all known nucleophiles.'],
1109,61110,"1,2-Dichloro-1,1,2,3,3-pentafluoropropane",C(C(C(F)(F)Cl)(F)Cl)(F)F,,,,,,
1110,61111,"2,3-Dichloro-1,1,1,2,3-pentafluoropropane",C(C(C(F)(F)F)(F)Cl)(F)Cl,,,,,,
1111,61112,"3,3-Dichloro-1,1,1,2,2-pentafluoropropane",C(C(C(F)(F)F)(F)F)(Cl)Cl,,,,,,
1112,61113,"1-Chloro-1,1,2,2,3,3,3-heptafluoropropane",C(C(F)(F)F)(C(F)(F)Cl)(F)F,,,,,,
1113,61114,"(4S,4aR,7aS,12bS)-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-9-ol",CN1CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)O)O[C@H]3CCC4,,,,,,
1114,61115,"1,2-Dichloro-1,1,3,3,3-pentafluoropropane",C(C(F)(F)F)(C(F)(F)Cl)Cl,,,,,,
1115,61116,CID 61116,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OCC6=CC=CC=C6)CCN3C,,,,,,
1116,61117,"(1R,9S,10R)-17-(2-phenylethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",C1CC[C@@]23CCN([C@H]([C@@H]2C1)CC4=C3C=C(C=C4)O)CCC5=CC=CC=C5,,,,,,
1117,61118,Betameprodine,CCC1CN(CCC1(C2=CC=CC=C2)OC(=O)CC)C,,,,,,
1118,61119,Alphameprodine,CC[C@H]1CN(CC[C@@]1(C2=CC=CC=C2)OC(=O)CC)C,,,,,,
1119,61120,Hydroxypethidine,CCOC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,,,,,,
1120,61121,Morpheridine,CCOC(=O)C1(CCN(CC1)CCN2CCOCC2)C3=CC=CC=C3,,,,,,
1121,61122,Etoxeridine,CCOC(=O)C1(CCN(CC1)CCOCCO)C2=CC=CC=C2,,,,,,
1122,61123,(-)-beta-Fenchyl alcohol,C[C@]12CC[C@H](C1)C([C@@H]2O)(C)C,,,,,,
1123,61124,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde",CC1=C(C(CCC1)(C)C)CC=O,,,,,,
1124,61125,beta-Caryophyllene alcohol,CC1(CC2C1CCC3(CCCC2(C3)O)C)C,,,,,,
1125,61126,Verbenol,CC1=CC(C2CC1C2(C)C)O,,,,,,
1126,61127,Tetrabromocatechol,C1(=C(C(=C(C(=C1Br)Br)Br)Br)O)O,,,,,,
1127,61128,"2-Cyclohexen-1-one, 2-methyl-6-(1-methylethylidene)-",CC1=CCCC(=C(C)C)C1=O,,,,,,
1128,61129,Norambreinolide,CC1(CCCC2(C1CCC3(C2CC(=O)O3)C)C)C,,,,,,
1129,61130,Myrtenal,CC1(C2CC=C(C1C2)C=O)C,,,,,,
1130,61131,"2,3,4-Trimethylpent-1-ene",CC(C)C(C)C(=C)C,,,,,,
1131,61132,Benzoyl azide,C1=CC=C(C=C1)C(=O)N=[N+]=[N-],,,,,,
1132,61133,Diazoniocarbamoylbenzene,C1=CC=C(C=C1)C(=O)N[N+]#N,,,,,,
1133,61134,Benzyl butyl ether,CCCCOCC1=CC=CC=C1,,,,,,
1134,61135,"2-Butenoic acid, 2-methylpropyl ester",CC=CC(=O)OCC(C)C,,,,,,
1135,61136,"1,3-Butanediamine",CC(CCN)N,,,,,,
1136,61137,Butyl valerate,CCCCC(=O)OCCCC,,,,,,
1137,61138,4-Pentenoic acid,C=CCCC(=O)O,,,,,,
1138,61139,Lead cyanide,C(#N)[Pb]C#N,,,,,,
1139,61140,Butyl chloroformate,CCCCOC(=O)Cl,,,,,,
1140,61141,2-Bromoethyl ethyl ether,CCOCCBr,,,,,,
1141,61142,Methyldichloroarsine,C[As](Cl)Cl,,,,,,
1142,61143,2-Chloro-2-methylbutane,CCC(C)(C)Cl,,,,,,
1143,61144,"2,2,2-Trichloroacetamide",C(=O)(C(Cl)(Cl)Cl)N,,,,,,
1144,61145,"1,1-Dichloro-1-nitropropane",CCC([N+](=O)[O-])(Cl)Cl,,,,,,
1145,61146,Tetraphenyltin,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
1146,61147,Bromoacetyl bromide,C(C(=O)Br)Br,,,,,,
1147,61148,Nitromethanamine,C(N)[N+](=O)[O-],,,,,,
1148,61149,1-Chloro-1-nitroethane,CC([N+](=O)[O-])Cl,,,,,,
1149,61150,"1,1-Dinitroethane",CC([N+](=O)[O-])[N+](=O)[O-],,,,,,
1150,61151,Methyl 2-methoxybenzoate,COC1=CC=CC=C1C(=O)OC,,,,,,
1151,61152,"4-Bromo-1,2-dinitrobenzene",C1=CC(=C(C=C1Br)[N+](=O)[O-])[N+](=O)[O-],,,,,,
1152,61153,2-Vinylanisole,COC1=CC=CC=C1C=C,,,,,,
1153,61154,"N,N-Dibutylaniline",CCCCN(CCCC)C1=CC=CC=C1,,,,,,
1154,61155,2-Methoxyphenyl acetate,CC(=O)OC1=CC=CC=C1OC,,,,,,
1155,61156,Glyceryl tribenzoate,C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3,,,,,,
1156,61157,"1,3-Diamino-2-propanol",C(C(CN)O)N,,,,,,
1157,61158,"4,6-Dinitroresorcinol",C1=C(C(=CC(=C1[N+](=O)[O-])O)O)[N+](=O)[O-],,,,,,
1158,61159,o-Tolyl salicylate,CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,,,,,,
1159,61160,Isopropyl lactate,CC(C)OC(=O)C(C)O,,,,,,
1160,61161,Benzenediazonium nitrate,C1=CC=C(C=C1)[N+]#N.[N+](=O)([O-])[O-],,,,,,
1161,61162,Ethyl 3-oxo-5-phenylpentanoate,CCOC(=O)CC(=O)CCC1=CC=CC=C1,,,,,,
1162,61163,2-Morpholinoethanol,C1COCCN1CCO,,,,,,
1163,61164,N-Ethyl-p-toluidine,CCNC1=CC=C(C=C1)C,,,,,,
1164,61165,Methyl 3-(furan-2-yl)prop-2-enoate,COC(=O)C=CC1=CC=CO1,,,,,,
1165,61166,Furfuryl propionate,CCC(=O)OCC1=CC=CO1,,,,,,
1166,61167,Furfuryl butyrate,CCCC(=O)OCC1=CC=CO1,,,,,,
1167,61168,"2-Propenoic acid, 3-(2-furanyl)-, propyl ester",CCCOC(=O)C=CC1=CC=CO1,,,,,,
1168,61169,Dibromoacetylene,C(#CBr)Br,,,,,,
1169,61170,Diiodoacetylene,C(#CI)I,,,,,,
1170,61171,S-Ethyl ethanethioate,CCSC(=O)C,,,,,,
1171,61172,Dinitromethane,C([N+](=O)[O-])[N+](=O)[O-],,,,,,
1172,61173,Diethyl selenide,CC[Se]CC,,,,,,
1173,61174,Ethylene glycol distearate,CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC,,,,,,
1174,61175,Diethyl peroxide,CCOOCC,,,,,,
1175,61176,"1,2-Diazidoethane",C(CN=[N+]=[N-])N=[N+]=[N-],,,,,,
1176,61177,Hexyl formate,CCCCCCOC=O,,,,,,
1177,61178,Octyl nitrate,CCCCCCCCO[N+](=O)[O-],,,,,,
1178,61179,"1,1,1,2-Tetrabromoethane",C(C(Br)(Br)Br)Br,,,,,,
1179,61180,Trinitroacetonitrile,C(#N)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,
1180,61181,Mercurous acetate,CC(=O)[O-].[Hg+],,,,,,
1181,61182,Ethyl abietate,CCOC(=O)[C@@]1(CCC[C@]2([C@H]1CC=C3[C@@H]2CCC(=C3)C(C)C)C)C,,,,,,
1182,61183,Tetrahydrofurfuryl propionate,CCC(=O)OCC1CCCO1,,,,,,
1183,61184,Isopropyl butyrate,CCCC(=O)OC(C)C,,,,,,
1184,61185,Pentyl octanoate,CCCCCCCC(=O)OCCCCC,,,,,,
1185,61186,Valeryl chloride,CCCCC(=O)Cl,,,,,,
1186,61187,Diethylene glycol bis(2-chloroethyl) ether,C(COCCCl)OCCOCCCl,,,,,,
1187,61188,"(4S,4aR,7S,7aR,12bS)-3-methyl-3-oxido-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7,9-diol",C[N+]1(CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O)[O-],,,,,,
1188,61189,CID 61189,CN1CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)OC(=O)C6=CN=CC=C6)O[C@H]3[C@H](C=C4)OC(=O)C7=CN=CC=C7,,,,,,
1189,61190,"2,3,4,6-Tetranitrophenol",C1=C(C(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,
1190,61191,Nitroaniline,C1=CC=C(C=C1)N[N+](=O)[O-],,,,,,
1191,61192,2-(4-Methylthiazol-5-yl)ethyl acetate,CC1=C(SC=N1)CCOC(=O)C,,,,,,
1192,61193,"1,2-Dichlorohexafluoropropane",C(C(F)(F)F)(C(F)(F)Cl)(F)Cl,,,,,,
1193,61194,Methyldichlorophosphine,CP(Cl)Cl,,,,,,
1194,61195,Methylphosphonothioic dichloride,CP(=S)(Cl)Cl,,,,,,
1195,61196,Trimethylolpropane diallyl ether,CCC(CO)(COCC=C)COCC=C,,,,,,
1196,61197,"Methyl 2,4-hexadienoate",CC=CC=CC(=O)OC,,,,,,
1197,61198,Diethylene glycol dinitrate,C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],,,,,,
1198,61199,5-Ethyl-3-hydroxy-4-methylfuran-2(5H)-one,CCC1C(=C(C(=O)O1)O)C,,,,,,
1199,61200,2-Hydroxy-4-methylbenzaldehyde,CC1=CC(=C(C=C1)C=O)O,,,,,,
1200,61201,3-(Cyclohexylamino)propanenitrile,C1CCC(CC1)NCCC#N,,,,,,
1201,61202,1-Phenyl-2-pentanol,CCCC(CC1=CC=CC=C1)O,,,,,,
1202,61203,"1,1,2-Cyclopropanetricarboxylic acid, 3-methyl-, trans-",C[C@@H]1[C@H](C1(C(=O)O)C(=O)O)C(=O)O,,,,,,
1203,61204,6-Hexyltetrahydro-2H-pyran-2-one,CCCCCCC1CCCC(=O)O1,,,,,,
1204,61205,Triafur,C1=C(OC(=C1)[N+](=O)[O-])C2=NN=C(S2)N,,,,,,
1205,61206,"6,10,14-Trimethylpentadeca-5,9,13-trien-2-one",CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C,,,,,,
1206,61207,Tert-butyl formate,CC(C)(C)OC=O,,,,,,
1207,61208,"Penta-2,4-dienal",C=CC=CC=O,,,,,,
1208,61209,"3-Methylcyclopentane-1,2-dione",CC1CCC(=O)C1=O,,,,,,
1209,61210,2-(Furan-2-ylmethylidene)butanal,CCC(=CC1=CC=CO1)C=O,,,,,,
1210,61211,"N,N-Diethylbenzylamine",CCN(CC)CC1=CC=CC=C1,,,,,,
1211,61212,"1,3,4,6-Tetrachloroglycoluril",C12C(N(C(=O)N1Cl)Cl)N(C(=O)N2Cl)Cl,,,,,,
1212,61213,2-Chloro-5-nitrobenzotrifluoride,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)Cl,,,,,,
1213,61214,"[Hydroxymethyl-[6-[2-(5-nitrofuran-2-yl)ethenyl]-1,2,4-triazin-3-yl]amino]methanol",C1=C(OC(=C1)[N+](=O)[O-])C=CC2=CN=C(N=N2)N(CO)CO,,,,,,
1214,61215,Aziridyl benzoquinone,COCCOC1=C(C(=O)C(=C(C1=O)N2CC2)OCCOC)N3CC3,,,"['Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)', 'Chemical agents that increase the rate of genetic mutation by interfering with the function of nucleic acids. A clastogen is a specific mutagen that causes breaks in chromosomes. (See all compounds classified as Mutagens.)']",,,
1215,61216,Lead diformate,C(=O)[O-].C(=O)[O-].[Pb+2],,,,,,
1216,61217,"1,2-Propanedithiol",CC(CS)S,,,,,,
1217,61218,Lead oxalate,C(=O)(C(=O)[O-])[O-].[Pb+2],,,,,,
1218,61219,"2,3-Dihydroxybutanedioate;lead(2+)",C(C(C(=O)[O-])O)(C(=O)[O-])O.[Pb+2],,,,,,
1219,61220,Tris(2-chloroethyl)amine hydrochloride,C(CCl)N(CCCl)CCCl.Cl,,,,,,
1220,61221,Dibutyltin oxide,CCCC[Sn](=O)CCCC,,,,,,
1221,61222,Divinylacetylene,C=CC#CC=C,,,,,,
1222,61223,CID 61223,CCCCCCCCCCCCCC(=O)[O-].[Na+],,,,,,
1223,61224,CID 61224,C1=C(C=C(C(=O)C1=N)[N+](=O)[O-])N(O)[O-].[Na+],,,,,,
1224,61225,"Dimethyl 2,6-naphthalenedicarboxylate",COC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(=O)OC,,,,,,
1225,61226,Allylidene diacetate,CC(=O)OC(C=C)OC(=O)C,,,,,,
1226,61227,Diethylalumane,CC[AlH]CC,,,,,,
1227,61228,3-(Furan-2-yl)-2-methylprop-2-enal,CC(=CC1=CC=CO1)C=O,,,,,,
1228,61229,4-Formyl-2-methoxyphenyl acetate,CC(=O)OC1=C(C=C(C=C1)C=O)OC,,,,,,
1229,61230,Diazodiphenylmethane,C1=CC=C(C=C1)C(=[N+]=[N-])C2=CC=CC=C2,,,,,,
1230,61231,Cobaltic acetate,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Co+3],,,,,,
1231,61232,Hexanitroethane,C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,
1232,61233,"2,2,2-Trinitroethanol",C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])O,,,,,,
1233,61234,"3-(Hydroxymethyl)pentane-2,4-diol",CC(C(CO)C(C)O)O,,,,,,
1234,61235,3-Nonanone,CCCCCCC(=O)CC,,,,,,
1235,61236,"N,N-Dimethylpropylamine",CCCN(C)C,,,,,,
1236,61237,Dimethylaminoacetonitrile,CN(C)CC#N,,,,,,
1237,61238,tert-Butyl peroxypivalate,CC(C)(C)C(=O)OOC(C)(C)C,,,,,,
1238,61239,Ethoxyethyne,CCOC#C,,,,,,
1239,61240,2-Acetyl-1-methylpyrrole,CC(=O)C1=CC=CN1C,,,,,,
1240,61241,CID 61241,C1(=NC(=O)N=N1)N(O)O,,,,,,
1241,61242,Phenyl acrylate,C=CC(=O)OC1=CC=CC=C1,,,,,,
1242,61243,3-Phenylpent-4-enal,C=CC(CC=O)C1=CC=CC=C1,,,,,,
1243,61244,Chloro(methyl)silane,C[SiH2]Cl,,,,,,
1244,61245,"Phosphinothioic chloride, dimethyl-",CP(=S)(C)Cl,,,,,,
1245,61246,Ethylphosphonothioic dichloride,CCP(=S)(Cl)Cl,,,,,,
1246,61247,tert-Amyl methyl ether,CCC(C)(C)OC,,,,"['Healthy male volunteers were exposed via inhalation to gasoline oxygenates methyl tert-butyl ether (MTBE) or tert-amyl methyl ether (TAME). The 4-hr exposures were carried out in a dynamic chamber at 25 and 75 ppm for MTBE and at 15 and 50 ppm for TAME. The overall mean pulmonary retention of MTBE was 43 +/- 2.6%; the corresponding mean for TAME was 51 +/- 3.9%. Approximately 52% of the absorbed dose of MTBE was exhaled within 44 hr following the exposure; for TAME, the corresponding figure was 30%. MTBE and TAME in blood and exhaled air reached their highest concentrations at the end of exposure, whereas the concentrations of the metabolites tert-butanol (TBA) and tert-amyl alcohol (TAA) concentrations were highest 0.5-1 hr after the exposure and then declined slowly. Two consecutive half-times were observed for the disappearance of MTBE and TAME from blood and exhaled air. The half-times for MTBE in blood were about 1.7 and 3.8 hr and those for TAME 1.2 and 4.9 hr. For TAA, a single half-time of about 6 hr best described the disappearance from blood and exhaled air; for TBA, the disappearance was slow and seemed to follow zero-order kinetics for 24 hr. In urine, maximal concentrations of MTBE and TAME were observed toward the end of exposure or slightly (< or = 1 hr) after the exposure and showed half-times of about 4 hr and 8 hr, respectively. Urinary concentrations of TAA followed first-order kinetics with a half-time of about 8 hr, whereas the disappearance of TBA was slower and showed zero-order kinetics at concentrations above approx. 10 umol/L. Approximately 0.2% of the inhaled dose of MTBE and 0.1% of the dose of TAME was excreted unchanged in urine, whereas the urinary excretion of free TBA and TAA was 1.2% and 0.3% within 48 hr. The blood/air and oil/blood partition coefficients, determined in vitro, were 20 and 14 for MTBE and 20 and 37 for TAME. By intrapolation from the two experimental exposure concentrations, biomonitoring action limits corresponding to an 8-hr time-weighted average (TWA) exposure of 50 ppm was estimated to be 20 umol/L for post-shift urinary MTBE, 1 umol/L for exhaled air MTBE in a post-shift sample, and 30 umol/L for urinary TBA in a next-morning specimen. For TAME and TAA, concentrations corresponding to an 8-hr TWA exposure at 20 ppm were estimated to be 6 umol/L (TAME in post-shift urine), 0.2 umol/L (TAME in post-shift exhaled air), and 3 umol/L (TAA in next morning urine).', 'After inhalation exposure methyl tert-butyl ether (MTBE), ethyl tert-butyl ether (ETBE) and tert-amyl methyl ether (TAME) are rapidly taken up by both rats and humans; after termination of exposure, clearance by exhalation and biotransformation to urinary metabolites is rapid in rats. In humans, clearance by exhalation is slower in comparison to rats. Biotransformation of MTBE and ETBE is both qualitatively and quantitatively similar in humans and rats after inhalation exposure under identical conditions. The extent of biotransformation of TAME is also quantitatively similar in rats and humans; the metabolic pathways, however, are different. ...', 'Tert-amyl methyl ether (TAME) is absorbed efficiently from the rat intestine. TAME is rapidly absorbed from lungs; the respiration net uptake is 40 %. Studies with tert-methyl butyl ether (MTBE) suggest one third or less of a dermal TAME dose is absorbed. In rats, TAME is distributed evenly in the body. Urine is the main route of elimination.', 'The effect of dose level, duration of exposure and route of administration on the metabolism and distribution of tert-amyl methyl ether (TAME) were investigated in male and female F344 rats and CD-1 mice following inhalation or gavage administration. By 48 hr after exposure, >96% of the administered radioactivity was expired in air (16-71%) or eliminated in urine and feces (28-72%). Following inhalation exposure, mice had a two- to threefold greater relative uptake of [14C]TAME compared with rats. Metabolites were excreted in urine of rats and mice that are formed by glucuronide conjugation of tertiary amyl alcohol (TAA), oxidation of TAA to 2,3-dihydroxy-2-methylbutane and glucuronide conjugation of 2,3-dihydroxy-2-methylbutane. A saturation in the uptake and metabolism of TAME with increased exposure concentration was indicated by a decreased relative uptake of total [14C]TAME equivalents and an increase in the percentage expired as volatiles. A saturation of P-450 oxidation of TAA was indicated by a disproportional decrease of 2,3-dihydroxy-2-methylbutane and its glucuronide conjugate with increased exposure concentration.', 'For more Absorption, Distribution and Excretion (Complete) data for Tert-amyl methyl ether (8 total), please visit the HSDB record page.']","['The biotransformation of tert-amyl methyl ether (TAME) in rats and one human volunteer after inhalation of (12)C- or (13)C-labeled TAME /was studied/. In addition, the biotransformation of [(13)C]-tert-amyl alcohol was studied in rats after gavage. Urinary metabolites were identified by GC/MS and (13)C NMR. Rats (two males and two females) were individually exposed to 2000 ppm ((12)C or (13)C-TAME for 6 hr, and urine was collected for 48 hr. Free and glucuronidated 2-methyl-2,3-butanediol and a glucuronide of tert-amyl alcohol were identified by (13)C NMR, GC/MS, and LC/MS/MS as major urinary metabolites on the basis of the relative intensities of the (13)C NMR signals. The presence of several minor metabolites was also indicated by (13)C NMR; they were identified as tert-amyl alcohol, 2-hydroxy-2-methylbutyric acid, and 3-hydroxy-3-methylbutyric acid. One human volunteer was exposed to an initial concentration of 27,000 ppm (13)C-TAME by inhalation for 4 min from a 2 L gas sampling bag, and metabolites of TAME excreted in urine were analyzed by (13)C NMR. All TAME metabolites identified in rats were also present in the human urine samples. To study tert-amyl alcohol biotransformation, male rats (n = 3) were treated with 250 mg/kg (13)C-tert-amyl alcohol dissolved in corn oil by gavage, and urine was collected for 48 hr. (13)C NMR of the urine samples showed the presence of metabolites identical to those in the urine of (13)CTAME-treated rats. ...', 'The biotransformation of methyl tert-butyl ether (MTBE), ethyl tert-butyl ether (ETBE), and tert-amyl methyl ether (TAME) was studied in humans and in rats after inhalation of 4 and 40 ppm of MTBE, ETBE, and TAME, respectively, for 4 hours, and the biotransformation of MTBE and TAME was studied after ingestion exposure in humans to 5 and 15 mg in water. tert-Butyl alcohol (TBA), a TBA conjugate, 2-methyl-1,2-propanediol, and 2-hydroxyisobutyrate were found to be metabolites of MTBE and ETBE. tert-Amyl alcohol (TAA), free and glucuronidated 2-methyl-2,3-butanediol (a glucuronide of TAA), 2-hydroxy-2-methyl butyrate, and 3-hydroxy-3-methyl butyrate were found to be metabolites of TAME. After inhalation, MTBE, ETBE, and TAME were rapidly taken up by both rats and humans; after termination of exposure, clearance from blood of the ethers by exhalation and biotransformation to urinary metabolites occurred with half-times of less than 7 hours in rats and humans. Biotransformation of MTBE and ETBE was similar in humans and rats after inhalation exposure. 2-Hydroxyisobutyrate was recovered as a major product in urine. All metabolites of MTBE and ETBE excreted with urine were eliminated with half-times of less than 20 hours. Biotransformation of TAME was qualitatively similar in rats and humans, but the metabolic pathways were different. In humans, 2-methyl-2,3-butanediol, 2-hydroxy-2-methyl butyrate, and 3-hydroxy-3methyl butyrate were recovered as major urinary products. In rats, however, 2-methyl-2,3-butanediol and its glucuronide were major TAME metabolites recovered in urine. After ingestion of MTBE and TAME, both compounds were rapidly absorbed from the gastrointestinal tract. Hepatic first-pass metabolism of these ethers was not observed, and a significant part of the administered dose was transferred into blood and cleared by exhalation. Metabolic pathways for MTBE and TAME and kinetics of excretion were identical after ingestion and inhalation exposures. ...', 'The main urine metabolites are 2-methyl-2,3- butanediol, 2-hydroxy-2-methylbutyric acid and 3-hydroxy-3-methylbutyric acid. Free and conjugated TAA (tert-amyl alcohol) and tert-amyl methyl ether (TAME) were only minor metabolites in urine.', 'The purpose of this study was to investigate the blood pharmacokinetics of the oxygenate tertiary amyl methyl ether (TAME), its major metabolite tertiary amyl alcohol (TAA) and acetone in rats and mice following inhalation exposure to TAME. Species differences in the area under the curve (AUC) for TAME were significant at each exposure concentration. For rats, the blood TAME AUC increased in proportion with an increase in exposure concentration. For mice, an increase in exposure concentration (100-500 ppm) resulted in a disproportional increase in the TAME AUC. Mice had greater (two- to threefold) blood concentrations of TAA compared with rats following exposure to 2500 or 500 ppm TAME. Mice had a disproportional increase in the TAA AUC with an increase in exposure concentration (100-500 ppm). This difference could result from saturation of a process (e.g. oxidation, glucuronide conjugation) that is involved in the further metabolism of TAA. For each species, gender and exposure concentration, acetone increased during exposure and returned to control values by 16 h following exposure. ...', 'For more Metabolism/Metabolites (Complete) data for Tert-amyl methyl ether (8 total), please visit the HSDB record page.', 'Tert-amyl methyl ether has known human metabolites that include tert-amyl alcohol.']","['Based on human volunteer studies, the half-lives in blood varied between 1.2 and 6.3 hr.']"
1247,61248,CID 61248,CC(C(=O)[O-])O.[K+],,,,,,
1248,61249,2-Hydroxypropyl acrylate,CC(COC(=O)C=C)O,,,,"['The goal of these studies was to measure and interpret the skin permeability characteristics of 2-hydroxypropyl acrylate (HPA) as a model compound that is completely miscible with water.  METHODS: In vitro permeation from HPA-H2O binary mixtures through human epidermis and silicone membranes was measured. Thermodynamic activities of HPA and H2O in these mixtures were determined. Permeation was also measured through epidermis and silicone from donor solutions with constant HPA activity but different H2O activities. Water uptake into desiccated human stratum corneum (SC) equilibrated with HPA-H2O mixtures was determined.  RESULTS: Steady-state flux of HPA through silicone was a linear function of HPA activity but not HPA concentration. For epidermis on the other hand, flux increased with HPA activity only for HPA activities = 0.35. At constant HPA activity, flux decreased 4.5-fold as water activity decreased from 1 to 0.8. Incubation of SC with HPA-H2O mixtures resulted in substantial changes in SC water content, dependent on the water activity of the mixture and consistent with measured SC water sorption data.  CONCLUSIONS: These experiments provide unequivocal evidence of a substantial increase in epidermal barrier function resulting from SC dehydration. Dehydration-related alterations in the SC appear responsible for the observed flux characteristics.']",,
1249,61250,Amyl nitrate,CCCCCO[N+](=O)[O-],,,,,,
1250,61251,"Stearic acid, ammonium salt",CCCCCCCCCCCCCCCCCC(=O)O.N,,,,,,
1251,61252,Tetrahydrothiophen-3-one,C1CSCC1=O,,,,,,
1252,61253,Octyl gallate,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,,"['Substances capable of inhibiting, retarding or arresting the process of fermentation, acidification or other deterioration of foods. (See all compounds classified as Food Preservatives.)']",,,
1253,61254,Trimethoxypropylsilane,CCC[Si](OC)(OC)OC,,,,,,
1254,61255,Lead(II) methacrylate,CC(=C)C(=O)[O-].CC(=C)C(=O)[O-].[Pb+2],,,,,,
1255,61256,tert-Butyl azidoformate,CC(C)(C)OC(=O)N=[N+]=[N-],,,,,,
1256,61257,CID 61257,CC(C)(C)OC(=O)N[N+]#N,,,,,,
1257,61258,Lead stearate,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Pb+2],,,,,,
1258,61259,1-Bromo-2-fluorobenzene,C1=CC=C(C(=C1)F)Br,,,,,,
1259,61260,2-Propionylpyrrole,CCC(=O)C1=CC=CN1,,,,,,
1260,61261,2-(Methylthio)phenol,CSC1=CC=CC=C1O,,,,,,
1261,61262,Myrtenyl acetate,CC(=O)OCC1=CCC2CC1C2(C)C,,,,,,
1262,61263,beta-Apocarotenal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=O)C)C,,,,,,
1263,61264,Cuprous thiocyanate,C(#N)[S-].[Cu+],,,,,,
1264,61265,N-Butylacetamide,CCCCNC(=O)C,,,,,,
1265,61266,CID 61266,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,,,,
1266,61267,"Butane, 1-[2-(2-chloroethoxy)ethoxy]-",CCCCOCCOCCCl,,,,,,
1267,61268,Methyl docos-13-enoate,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC,,,,,,
1268,61269,Lead(II) oleate,CCCCCCCCC=CCCCCCCCC(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)[O-].[Pb+2],,,,,,
1269,61270,alpha-Campholene acetate,CC1=CCC(C1(C)C)CCOC(=O)C,,,,,,
1270,61271,Dodecyl(dimethyl)(naphthylmethyl)ammonium chloride,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC2=CC=CC=C21.[Cl-],,,,,,
1271,61272,"N-Dodecyl-N,N-dimethyl-1-naphthalenemethanaminium",CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC2=CC=CC=C21,,,,,,
1272,61273,"3,5-Dichloro-2,4,6-trifluoropyridine",C1(=C(C(=NC(=C1Cl)F)F)Cl)F,,,,,,
1273,61274,Thiourea dioxide,C(=N)(N)S(=O)O,,,,,,
1274,61275,Nerol oxide,CC1=CCOC(C1)C=C(C)C,,,,,,
1275,61276,Allyltriethylgermane,CC[Ge](CC)(CC)CC=C,,,,,,
1276,61277,Isopropyl isocyanate,CC(C)N=C=O,,,,,,
1277,61278,Allyl formate,C=CCOC=O,,,,,,
