,CID,name,smiles,7.1,8.1,8.2,8.5,8.6,8.7
1187,51188,"(7-Methyl-3,7-diazabicyclo[3.3.1]nonan-3-yl)-phenylmethanone",CN1CC2CC(C1)CN(C2)C(=O)C3=CC=CC=C3,,,,,,
1188,51189,CID 51189,C[NH+]1CC2CC(C1)CN(C2)C(=O)C3=CC=C(C=C3)OC.C(=CC(=O)[O-])C(=O)O,,,,,,
1189,51190,"(4-Methoxyphenyl)-(7-methyl-3,7-diazabicyclo[3.3.1]nonan-3-yl)methanone",CN1CC2CC(C1)CN(C2)C(=O)C3=CC=C(C=C3)OC,,,,,,
1190,51191,Dichloron,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl.COP(=O)(OC)OC=C(Cl)Cl,,,,,,
1191,51192,"Naphthalene-1,5-dicarbaldehyde",C1=CC(=C2C=CC=C(C2=C1)C=O)C=O,,,,,,
1192,51193,"Butyric acid, 2-acetamido-4-(vinylthio)-, methyl ester",CC(=O)NC(CCSC=C)C(=O)OC,,,,,,
1193,51194,CID 51194,CC[C@H]1CC(=O)[C@H]2[C@@]34[C@@H]1[C@H](CC5=C3C(=C(C=C5)OC)O2)N(CC4)CC6CC6,,,,,,
1194,51195,"1,2,6,7,9-Pentachlorodibenzofuran",C1=CC(=C(C2=C1OC3=C2C(=CC(=C3Cl)Cl)Cl)Cl)Cl,,,,,,
1195,51196,O-Desmethylquinidine,C=CC1CN2CCC1CC2[C@@H](C3=C4C=C(C=CC4=NC=C3)O)O,,,,,,
1196,51197,CID 51197,C[N+](C)(C)CCOC(=O)C=CC1=CNC2=CC=CC=C21.[I-],,,,,,
1197,51198,CID 51198,C[N+](C)(C)CCOC(=O)C=CC1=CNC2=CC=CC=C21,,,,,,
1198,51199,Nafimidone hydrochloride,C1=CC=C2C=C(C=CC2=C1)C(=O)CN3C=CN=C3.Cl,,,,,,
1199,51200,Nafimidone,C1=CC=C2C=C(C=CC2=C1)C(=O)CN3C=CN=C3,,,,,,
1200,51201,1-(2-Cyclohexylphenoxy)-1-(2-imidazolinyl)ethane hydrochloride,C1CCC(CC1)C2=CC=CC=C2OCCC3=NCC[NH2+]3.[Cl-],,,,,,
1201,51202,"2-[2-(2-cyclohexylphenoxy)ethyl]-4,5-dihydro-1H-imidazole",C1CCC(CC1)C2=CC=CC=C2OCCC3=NCCN3,,,,,,
1202,51203,1-(2-Cyclohexylphenoxy)-1-(5-methyl-2-imidazolinyl)ethane hydrochloride,CC1CN=C([NH2+]1)CCOC2=CC=CC=C2C3CCCCC3.[Cl-],,,,,,
1203,51204,2-[2-(2-Cyclohexylphenoxy)ethyl]-4-methyl-2-imidazoline,CC1CN=C(N1)CCOC2=CC=CC=C2C3CCCCC3,,,,,,
1204,51205,1-(4-Cyclohexylphenoxy)-1-(5-methyl-2-imidazolinyl)ethane hydrochloride,CC1CN=C([NH2+]1)CCOC2=CC=C(C=C2)C3CCCCC3.[Cl-],,,,,,
1205,51206,"2-[2-(4-cyclohexylphenoxy)ethyl]-5-methyl-4,5-dihydro-1H-imidazole",CC1CN=C(N1)CCOC2=CC=C(C=C2)C3CCCCC3,,,,,,
1206,51207,CID 51207,CC(=O)C1=CC2=C(C=C1)SC3=C(CC2N4CCN(CC4)CCO)C=CC(=C3)F.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,,,,,,
1207,51208,"1-[9-Fluoro-5-[4-(2-hydroxyethyl)piperazin-1-yl]-5,6-dihydrobenzo[b][1]benzothiepin-3-yl]ethanone",CC(=O)C1=CC2=C(C=C1)SC3=C(CC2N4CCN(CC4)CCO)C=CC(=C3)F,,,,,,
1208,51209,CID 51209,CN1CCN(CC1)C2CC3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)O.C(=CC(=O)[O-])C(=O)[O-],,,,,,
1209,51210,"7-Fluoro-11-(4-methylpiperazin-1-yl)-10,11-dihydrodibenzo[b,f]thiepin-2-ol",CN1CCN(CC1)C2CC3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)O,,,,,,
1210,51211,"BENZIMIDAZOLEMETHANOL, alpha-(p-CHLOROPHENYL)-, HYDROCHLORIDE",C1=CC=C2C(=C1)NC=[N+]2C(C3=CC=C(C=C3)Cl)O.[Cl-],,,,,,
1211,51212,3H-benzimidazol-1-ium-1-yl-(4-chlorophenyl)methanol,C1=CC=C2C(=C1)NC=[N+]2C(C3=CC=C(C=C3)Cl)O,,,,,,
1212,51213,1-Methyl-S-(3-methylthiophosphoryl)imidazolium,C[N+]1=CN(C=C1)P(=O)([O-])SC,,,,,,
1213,51214,(3-Methylimidazol-3-ium-1-yl)-methylsulfanylphosphinic acid,C[N+]1=CN(C=C1)P(=O)(O)SC,,,,,,
1214,51215,"Acetohydroxamic acid, N-(7-iodo-2-fluorenyl)-",CC(=O)N(C1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)I)O,,,,,,
1215,51216,"2-Chloro-5-(methylthio)-4,6-pyrimidinediamine",CSC1=C(N=C(N=C1N)Cl)N,,,,,,
1216,51217,"Benzoic acid, 4-(((tetrahydro-5-ethyl-3-methyl-5-phenyl-2,4,6-trioxo-1(2H)-pyrimidinyl)acetyl)amino)-",CCC1(C(=O)N(C(=O)N(C1=O)CC(=O)NC2=CC=C(C=C2)C(=O)O)C)C3=CC=CC=C3,,,,,,
1217,51218,"Benzoic acid, 2-(((tetrahydro-5-ethyl-3-methyl-5-phenyl-2,4,6-trioxo-1(2H)-pyrimidinyl)acetyl)amino)-",CCC1(C(=O)N(C(=O)N(C1=O)CC(=O)NC2=CC=CC=C2C(=O)O)C)C3=CC=CC=C3,,,,,,
1218,51219,"Benzoic acid, 2,2'-((dihydro-5,5-diethyl-2,4,6-trioxo-1,3(2H,4H)-pyrimidinediyl)bis((1-oxo-2,1-ethanediyl)imino))bis-",CCC1(C(=O)N(C(=O)N(C1=O)CC(=O)NC2=CC=CC=C2C(=O)O)CC(=O)NC3=CC=CC=C3C(=O)O)CC,,,,,,
1219,51220,"3-(4-Chlorophenyl)-5,5-dimethylimidazolidine-2,4-dione",CC1(C(=O)N(C(=O)N1)C2=CC=C(C=C2)Cl)C,,,,,,
1220,51221,Versiconol acetate,CC(=O)OCCC(CO)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O,,,,,,
1221,51222,Pirazolac,C1=CC(=CC=C1C2=CN(N=C2CC(=O)O)C3=CC=C(C=C3)F)Cl,,,,,,
1222,51223,Vidarabine sodium phosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N.[Na+].[Na+],,,,,,
1223,51224,CID 51224,C[NH+]1CC2CC(C1)CN(C2)C(=O)C3=CC=C(C=C3)Cl.C(=CC(=O)[O-])C(=O)O,,,,,,
1224,51225,"3-(4-Chlorobenzoyl)-7-methyl-3,7-diazabicyclo[3.3.1]nonane",CN1CC2CC(C1)CN(C2)C(=O)C3=CC=C(C=C3)Cl,,,,,,
1225,51226,"Butanoic acid, 3-methyl-, 4-((acetyloxy)methyl)-7-formyl-1,3,4,7a-tetrahydro-1-hydroxycyclopenta(c)pyran-4-yl ester",CC(C)CC(=O)OC1(COC(C2C1=CC=C2C=O)O)COC(=O)C,,,,,,
1226,51227,3-[(3-Methylbutyl)nitrosoamino]-2-butanone,CC(C)CCN(C(C)C(=O)C)N=O,,,,,,
1227,51228,"N-(3,4-dichlorophenyl)-N-[2-(dimethylamino)cyclopentyl]propanamide",CCC(=O)N(C1CCCC1N(C)C)C2=CC(=C(C=C2)Cl)Cl,,,,,,
1228,51229,"Acridinium, 1,2,3,4-tetrahydro-9,10-dimethyl-, methyl sulfate",CC1=C2CCCCC2=[N+](C3=CC=CC=C13)C.COS(=O)(=O)[O-],,,,,,
1229,51230,"9,10-Dimethyl-1,2,3,4-tetrahydroacridin-10-ium",CC1=C2CCCCC2=[N+](C3=CC=CC=C13)C,,,,,,
1230,51231,"Guanidine, 1-cyclohexyl-2-(2-methyl-4-quinolyl)-3-(1,3,4-thiadiazol-2-YL)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NC3CCCCC3)NC4=NN=CS4,,,,,,
1231,51232,"GUANIDINE, 1-tert-BUTYL-2-(2-METHYL-4-QUINOLYL)-3-(2-THIAZOLYL)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NC(C)(C)C)NC3=NC=CS3,,,,,,
1232,51233,"GUANIDINE, 1-tert-BUTYL-2-(2-METHYL-4-QUINOLYL)-3-(4-METHYL-2-THIAZOLYL)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NC(C)(C)C)NC3=NC(=CS3)C,,,,,,
1233,51234,"Guanidine, 1-butyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)-",CCCCN=C(NC1=CC(=NC2=CC=CC=C21)C)NC3=NC=CS3,,,,,,
1234,51235,"Guanidine, 1-isobutyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NCC(C)C)NC3=NC=CS3,,,,,,
1235,51236,1-sec-Butyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)guanidine,CCC(C)N=C(NC1=CC(=NC2=CC=CC=C21)C)NC3=NC=CS3,,,,,,
1236,51237,"Guanidine, 1-(2,2-dimethylpropyl)-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NCC(C)(C)C)NC3=NC=CS3,,,,,,
1237,51238,1-Cyclopropyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)guanidine dinitrate,CC1=NC2=CC=CC=C2C(=C1)N=C([NH2+]C3CC3)[NH2+]C4=NC=CS4.[N+](=O)([O-])[O-].[N+](=O)([O-])[O-],,,,,,
1238,51239,"2-Cyclopropyl-1-(2-methylquinolin-4-yl)-3-(1,3-thiazol-2-yl)guanidine",CC1=NC2=CC=CC=C2C(=C1)NC(=NC3CC3)NC4=NC=CS4,,,,,,
1239,51240,"Guanidine, 1-cyclopentyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NC3CCCC3)NC4=NC=CS4,,,,,,
1240,51241,"Guanidine, 1-(1-methylcyclopentyl)-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)-",CC1=NC2=CC=CC=C2C(=C1)NC(=NC3(CCCC3)C)NC4=NC=CS4,,,,,,
1241,51242,"N-tert-Butyl-N''-(2,3-dihydro-1,3-thiazol-2-yl)-N'-(2-methylquinolin-4(1H)-ylidene)guanidine",CC1=NC2=CC=CC=C2C(=C1)NC(=NC3NC=CS3)NC(C)(C)C,,,,,,
1242,51243,1-tert-Butyl-2-(2-ethoxy-4-quinolyl)-3-(2-thiazolyl)guanidine dinitrate,CCOC1=NC2=CC=CC=C2C(=C1)NC(=[NH+]C(C)(C)C)[NH2+]C3=NC=CS3.[N+](=O)([O-])[O-].[N+](=O)([O-])[O-],,,,,,
1243,51244,"2-Tert-butyl-1-(2-ethoxyquinolin-4-yl)-3-(1,3-thiazol-2-yl)guanidine",CCOC1=NC2=CC=CC=C2C(=C1)NC(=NC(C)(C)C)NC3=NC=CS3,,,,,,
1244,51245,"GUANIDINE, 1-tert-BUTYL-2-(2-PROPYL-4-QUINOLYL)-3-(2-THIAZOLYL)-",CCCC1=NC2=CC=CC=C2C(=C1)NC(=NC(C)(C)C)NC3=NC=CS3,,,,,,
1245,51246,1-tert-Butyl-2-(2-isobutyl-4-quinolyl)-3-(2-thiazolyl)guanidine,CC(C)CC1=NC2=CC=CC=C2C(=C1)NC(=NC(C)(C)C)NC3=NC=CS3,,,,,,
1246,51247,1-tert-Pentyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)guanidine,CCC(C)(C)N(C1=NC=CS1)C(=NC2=CC(=NC3=CC=CC=C32)C)N,,,,,,
1247,51248,"Guanidine, 1-ethyl-2-(2-methyl-4-quinolyl)-3-(2-thiazolyl)-",CCN=C(NC1=CC(=NC2=CC=CC=C21)C)NC3=NC=CS3,,,,,,
1248,51249,CID 51249,C1C(C(C(C1O)C=CC(COC2=CSC=C2)O)CC=CCCCC(=O)O)O,,,,,,
1249,51250,CID 51250,CC(CCCC1([C@H](CCC(=CCO)CO1)O)C)C(=O)CC=C(C)C,,,,,,
1250,51251,6-trans Leukotriene B4,CCCCCC=CC[C@H](C=CC=CC=C[C@H](CCCC(=O)O)O)O,,,,,,
1251,51252,"9,10-Dihydro-10-methyl-9-(2-(4-morpholinyl)-2-cyclohexen-1-yl)acridine",CN1C2=CC=CC=C2C(C3=CC=CC=C31)C4CCCC=C4N5CCOCC5,,,,,,
1252,51253,"9,10-Dihydro-10-methyl-9-(2-(1-piperidinyl)-2-cyclohexen-1-yl)acridine",CN1C2=CC=CC=C2C(C3=CC=CC=C31)C4CCCC=C4N5CCCCC5,,,,,,
1253,51254,8-Fluorobenzo[a]pyrene,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC(=C5)F)C=C2,,,,,,
1254,51255,9-Fluorobenzo[a]pyrene,C1=CC2=C3C(=C1)C=CC4=C5C=C(C=CC5=CC(=C43)C=C2)F,,,,,,
1255,51256,"10-Fluoro-7,12-dimethylbenz(a)anthracene",CC1=C2C=CC(=CC2=C(C3=C1C=CC4=CC=CC=C43)C)F,,,,,,
1256,51257,1-Cyanocycloheptyl acetate,CC(=O)OC1(CCCCCC1)C#N,,,,,,
1257,51258,"Pentakis(2,2,2-trifluoroethoxy)phosphorane",C(C(F)(F)F)OP(OCC(F)(F)F)(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F,,,,,,
1258,51259,2-Bromo-2'-fluoro-N-methyldiethylamine hydrochloride,C[NH+](CCF)CCBr.[Cl-],,,,,,
1259,51260,N-(2-bromoethyl)-2-fluoro-N-methylethanamine,CN(CCF)CCBr,,,,,,
1260,51261,2-Bromo-2'-iododiethylamine hydrochloride,C(CBr)[NH2+]CCI.[Cl-],,,,,,
1261,51262,2-bromo-N-(2-iodoethyl)ethanamine,C(CBr)NCCI,,,,,,
1262,51263,Alfentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,['For the management of postoperative pain and the maintenance of general anesthesia.'],"[""Alfentanil is a synthetic opioid analgesic. Alfentanil interacts predominately with the opioid mu-receptor. These mu-binding sites are discretely distributed in the human brain, spinal cord, and other tissues. In clinical settings, alfentanil exerts its principal pharmacologic effects on the central nervous system. Its primary actions of therapeutic value are analgesia and sedation. Alfentanil may increase the patient's tolerance for pain and decrease the perception of suffering, although the presence of the pain itself may still be recognized. In addition to analgesia, alterations in mood, euphoria and dysphoria, and drowsiness commonly occur. Alfentanil depresses the respiratory centers, depresses the cough reflex, and constricts the pupils.""]","['Compounds with activity like OPIATE ALKALOIDS, acting at OPIOID RECEPTORS. Properties include induction of ANALGESIA or NARCOSIS. (See all compounds classified as Analgesics, Opioid.)', 'Ultrashort-acting anesthetics that are used for induction. Loss of consciousness is rapid and induction is pleasant, but there is no muscle relaxation and reflexes frequently are not reduced adequately. Repeated administration results in accumulation and prolongs the recovery time. Since these agents have little if any analgesic activity, they are seldom used alone except in brief minor procedures. (From AMA Drug Evaluations Annual, 1994, p174) (See all compounds classified as Anesthetics, Intravenous.)', 'Agents that induce NARCOSIS. Narcotics include agents that cause somnolence or induced sleep (STUPOR); natural or synthetic derivatives of OPIUM or MORPHINE or any substance that has such effects. They are potent inducers of ANALGESIA and OPIOID-RELATED DISORDERS. (See all compounds classified as Narcotics.)']","['For intravenous injection or infusion only.', 'Only 1.0% of the dose is excreted as unchanged drug; urinary excretion is the major route of elimination of metabolites.', '0.4 to 1 L/kg', '5 mL/kg/min', 'The distribution and elimination kinetics of alfentanil, a new short-acting analgesic, were studied in five surgical patients. Its behavior, following a bolus injection of 120 micrograms/ml, was compatible with a three-compartment open-model distribution. The disappearance of the drug from plasma was rapid (t 1/2 pi = 3.5 +/- 1.3 minutes, t 1/2 alpha = 16.8 +/- 6.4 minutes) with 96.4% of the drug eliminated from plasma in 1 hour, indicating extensive transfer to the remote peripheral compartment. This was followed by a slower elimination phase with a t 1/2 beta of 94 +/- 38 minutes. Total volume of distribution was 1.03 +/- 0.50 L/kg. Total plasma clearance was 456 +/- 155 ml/min. The short analgesic effect of this drug might be attributed to the rapid displacement of the drug from the central and intermediate compartments to the remote peripheral compartment. Approximately 25% of the injected dose was present in the remote peripheral compartment 30 to 60 minutes after alfentanil administration. As the return of drug from this peripheral to the central compartment is slower than the elimination rate of the drug, it could be the rate-limiting step in the elimination of alfentanil from the body.', 'The in vitro plasma protein binding and distribution in blood of fentanyl and three analogues were studied in rats, dogs and healthy volunteers. In human plasma, 84.4% of fentanyl was bound, 92.5% of sufentanil, 92.1% of alfentanil and 93.6% of lofentanil. Plasma protein binding of the four analgesics was independent of their concentration over the whole therapeutic range. Plasma protein binding of alfentanil was much less pH dependent than that of the three other analgesics. Attention was drawn to the possible contribution of the ""acute phase"" protein alpha 1-acid glycoprotein (alpha 1-AGP), of lipoproteins and of blood cells to the binding of fentanyl and its analogs in blood.', 'The influence of the pH of the incubation medium on the cellular accumulation of tritiated fentanyl, lofentanil, and alfentanil was investigated in isolated guinea pig atria. Fentanyl and lofentanil accumulated in atrial tissue up to about 30- and 50-fold, respectively. The amount of drug bound when equilibrium was attained was found to be dependent upon the pH of the medium. By plotting binding equilibria v. pH of the bath, curves were obtained which resembled titration curves. Half-maximal binding was attained at pH values close to the pKa values of fentanyl and lofentanil. Alfentanil was found to accumulate less. The uptake by the tissue was strongly proportional to the extracellular concentration. Atria equilibrated with fentanyl at pH 8.5 released the compound rapidly when exposed to a pH of 7.0, even in the continuous presence of fentanyl in the bath. The consequences of the findings for in vivo conditions are discussed with respect to a possible augmentation of the actions of fentanyl by respiratory acidosis.', 'Alfentanil has an apparent volume of distribution of 0.4 to 1 L/kg, with an average plasma clearance of 5 mL/kg/min. Plasma protein binding of alfentanil is approximately 92%.', 'For more Absorption, Distribution and Excretion (Complete) data for Alfentanil (19 total), please visit the HSDB record page.']","['The liver is the major site of biotransformation.', 'Alfentanil was rapidly metabolized into a large number of metabolites with oxidative O-demethylation and oxidative N-dealkylation at the piperidine nitrogen as the major metabolic pathways.', 'The liver is the major site of biotransformation.', 'Alfentanil has known human metabolites that include 2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde, N-phenylpropionamide, and Noralfentanil.']","['90-111 minutes', 'After iv injection, alfentanil is distributed in the body according to a two or three compartment model. When given to young and middle-aged patients for various surgical procedures, alfentanil has an elimination half-life of 70-99 minutes independent of the dose or route of administration.', 'The pharmacokinetics of alfentanil can be described as a three-compartment model with sequential distribution half-lives of 1 and 14 minutes. Alfentanil has a terminal elimination half-life of 90 to 111 minutes.', 'The aim of this study was to compare the pharmacokinetics of fentanyl, alfentanil, and sufentanil in isoflurane-anesthetized cats. Six adult cats were used. Anesthesia was induced and maintained with isoflurane in oxygen. End-tidal isoflurane concentration was set at 2% and adjusted as required due to spontaneous movement. Fentanyl (10 ug/kg), alfentanil (100 ug/kg), or sufentanil (1 ug/kg) was administered intravenously as a bolus, on separate days. Blood samples were collected immediately before and for 8 hr following drug administration. Plasma drug concentration was determined using liquid chromatography/mass spectrometry. Compartment models were fitted to concentration-time data. A 3-compartment model best fitted the concentration-time data for all drugs, except for 1 cat in the sufentanil group (excluded from analysis). ... The terminal half-life (min) [median (range)] /was/ 144 (118-501) for alfentanil ... .', 'Alfentanil has an immediate onset of action and plasma levels decay according to a 3- compartment model with sequential half-lives of 1 minute for the fast distribution phase, 12 minutes for the redistribution phase and 90 minutes for the terminal elimination phase.', 'For more Biological Half-Life (Complete) data for Alfentanil (6 total), please visit the HSDB record page.']"
1263,51264,CID 51264,CCCCOC1=NC2=CC=CC=C2C(=C1)C=NOCC[NH+](CC)CC.[Cl-],,,,,,
1264,51265,CID 51265,CCCCOC1=NC2=CC=CC=C2C(=C1)C=NOCCN(CC)CC,,,,,,
1265,51266,CID 51266,CC[NH+](CC)CCON=CC1=CC(=NC2=CC=CC=C21)OC3CCCCC3.[Cl-],,,,,,
1266,51267,CID 51267,CCN(CC)CCON=CC1=CC(=NC2=CC=CC=C21)OC3CCCCC3,,,,,,
1267,51268,CID 51268,CCCC1=NC2=CC=CC=C2C(=C1)C=NOCC[NH+](CC)CC.[Cl-],,,,,,
1268,51269,CID 51269,CCCC1=NC2=CC=CC=C2C(=C1)C=NOCCN(CC)CC,,,,,,
1269,51270,CID 51270,CCCCC1=NC2=CC=CC=C2C(=C1)C=NOCC[NH+](CC)CC.[Cl-],,,,,,
1270,51271,CID 51271,CCCCC1=NC2=CC=CC=C2C(=C1)C=NOCCN(CC)CC,,,,,,
1271,51272,"ALLOPHANIC ACID, 2-(o-BROMOPHENYL)-, ETHYL ESTER",CCOC(=O)N(C1=CC=CC=C1Br)C(=O)N,,,,,,
1272,51273,"ALLOPHANIC ACID, 2-(alpha,alpha,alpha-TRIFLUORO-o-TOLYL)-, ETHYL ESTER",CCOC(=O)N(C1=CC=CC=C1C(F)(F)F)C(=O)N,,,,,,
1273,51274,CID 51274,C1=CC=C(C(=C1)C=C2C(=O)N(C(=N2)S)C3=CC(=CC=C3)Cl)Cl,,,,,,
1274,51275,CID 51275,C1=CC(=CC(=C1)Cl)N2C(=O)C(=CC3=CC=C(C=C3)Cl)N=C2S,,,,,,
1275,51276,CID 51276,CC1=CC=CC=C1C=C2C(=O)N(C(=N2)S)C3=CC(=CC=C3)Cl,,,,,,
1276,51277,CID 51277,CC1=CC(=CC=C1)C=C2C(=O)N(C(=N2)S)C3=CC(=CC=C3)Cl,,,,,,
1277,51278,CID 51278,CC1=CC=C(C=C1)C=C2C(=O)N(C(=N2)S)C3=CC(=CC=C3)Cl,,,,,,
1278,51279,CID 51279,COC1=CC=CC=C1C=C2C(=O)N(C(=N2)S)C3=CC(=CC=C3)Cl,,,,,,
1279,51280,CID 51280,COC1=CC=CC(=C1)C=C2C(=O)N(C(=N2)S)C3=CC(=CC=C3)Cl,,,,,,
1280,51281,"1H-Imidazole-1-ethanol, 2-dodecyl-4,5-dihydro-, hydrochloride (1:1)",CCCCCCCCCCCCC1=NCCN1CCO.Cl,,,,,,
1281,51282,"2-Dodecyl-4,5-dihydro-1H-imidazole-1-ethanol",CCCCCCCCCCCCC1=NCCN1CCO,,,,,,
1282,51283,DL-Alanine-15N,CC(C(=O)O)[15NH2],,,,,,
1283,51284,CID 51284,C1=CC(=CC(=C1)Cl)N2C(=O)C(=CC3=CC=C(C=C3)[N+](=O)[O-])N=C2S,,,,,,
1284,51285,11-methyl-11H-benzo[a]fluorene,CC1C2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,,,,,,
1285,51286,2-Chlorobenzoic acid 4-benzoyl-1-methyl-4-piperidinyl ester conjugate monoacid,CC1CC(CCN1)(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3Cl,,,,,,
1286,51287,"Benzoic acid, 2-bromo-, 4-benzoyl-1-methyl-4-piperidinyl ester, conjugate monoacid",CC1CC(CCN1)(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3Br,,,,,,
1287,51288,"Benzoic acid, 4-hydroxy-, 4-benzoyl-1-methyl-4-piperidinyl ester, conjugate monoacid",CN1CCC(CC1)(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)O,,,,,,
1288,51289,"Benzoic acid, 4-methoxy-, 4-benzoyl-1-methyl-4-piperidinyl ester, conjugate monoacid",CN1CCC(CC1)(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)OC,,,,,,
1289,51290,"Benzoic acid, 4-amino-2-chloro-, 4-benzoyl-1-methyl-4-piperidinyl ester, conjugate monoacid",CN1CCC(CC1)(C(=O)C2=CC=CC=C2)OC(=O)C3=C(C=C(C=C3)N)Cl,,,,,,
1290,51291,N'-Nitrosoanatabine,C1C=CCN([C@@H]1C2=CN=CC=C2)N=O,,,,,,
1291,51292,N-Trifluoroacetyldemecolcine,CN([C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC)C(=O)C(F)(F)F,,,,,,
1292,51293,"N,N-Dimethyl-2-((2,6-dimethyl-4-pyrimidinyl)oxy)ethanamine hydrochloride",CC1=CC(=NC(=N1)C)OCC[NH+](C)C.[Cl-],,,,,,
1293,51294,"2-((2,6-Dimethylpyrimidin-4-yl)oxy)-N,N-dimethylethanamine",CC1=CC(=NC(=N1)C)OCCN(C)C,,,,,,
1294,51295,"N,N-Diethyl-2-((2,6-dimethyl-4-pyrimidinyl)oxy)ethanamine hydrochloride",CC[NH+](CC)CCOC1=NC(=NC(=C1)C)C.[Cl-],,,,,,
1295,51296,"2-(2,6-dimethylpyrimidin-4-yl)oxy-N,N-diethylethanamine",CCN(CC)CCOC1=NC(=NC(=C1)C)C,,,,,,
1296,51297,"BENZOIC ACID, 2-(p-BROMOPHENYL)HYDRAZIDE",C1=CC=C(C=C1)C(=O)NNC2=CC=C(C=C2)Br,,,,,,
1297,51298,(m-Methoxybenzyl)trimethylammonium bromide,C[N+](C)(C)CC1=CC(=CC=C1)OC.[Br-],,,,,,
1298,51299,(3-Methoxybenzyl)trimethylaminium,C[N+](C)(C)CC1=CC(=CC=C1)OC,,,,,,
1299,51300,(m-Bromobenzyl)trimethylammonium bromide,C[N+](C)(C)CC1=CC(=CC=C1)Br.[Br-],,,,,,
1300,51301,(3-Bromobenzyl)trimethylaminium,C[N+](C)(C)CC1=CC(=CC=C1)Br,,,,,,
1301,51302,"N'-Cyclohexyl-N,N-dimethyl-1,3-propanediamine",CN(C)CCCNC1CCCCC1,,,,,,
1302,51303,"(5-benzylfuran-3-yl)methyl (1S,3R)-2,2-dimethyl-3-[(2-oxothiolan-3-ylidene)methyl]cyclopropane-1-carboxylate",CC1([C@@H]([C@@H]1C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C=C4CCSC4=O)C,,,,,,
1303,51304,CID 51304,C1=C(C(=O)C1=O)[O-].[Na+],,,,,,
1304,51305,"1a,11b-Dihydro-1H-tetrapheno[5,6-b]azirene",C1=CC=C2C=C3C4=CC=CC=C4C5C(C3=CC2=C1)N5,,,,,,
1305,51306,"1a,11b-Dihydro-11-methylbenz(3,4)anthra(1,2-b)azirine",CC1=C2C3C(N3)C4=CC=CC=C4C2=CC5=CC=CC=C15,,,,,,
1306,51307,"[(2R,3R,5R,6S,8R,10R,17R)-8-acetyloxy-5,7-dihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-methyl-11-azoniahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate;bromide",CC(=O)O[C@@]12[C@@H]3[C@@H](C[C@@](C3OC(=O)C4=CC=CC=C4)([C@H](C1O)OC)O)C56[C@@H]7C(C2[C@H]5[NH+](CC7(CCC6OC)COC)C)OC.[Br-],,,,,,
1307,51308,CID 51308,CC(=O)O[C@@]12[C@@H]3C(C[C@@](C3OC(=O)C4=CC=CC=C4)([C@H](C1O)OC)O)C56[C@@H]7C(C2[C@H]5N(CC7(CCC6OC)COC)C)OC,,,,,,
